鄉鎮市區碼,診所家數,家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,口腔病理科,口腔顎面外科,齒顎矯正科,兒童牙科,中醫一般科,中醫內科,中醫外科,中醫眼科,中醫兒科,中醫婦科,中醫傷科,中醫針灸科,中醫痔科
101,302,7,18,5,17,4,3,1,1,0,15,11,10,4,8,0,0,0,0,0,0,0,10,0,38,128,0,0,1,0,39,0,0,0,0,0,0,0,0
102,869,28,22,23,19,34,8,3,1,3,25,21,25,16,17,4,0,0,1,1,0,1,60,0,171,305,0,0,2,0,123,2,0,0,0,0,0,0,0
109,163,10,9,1,6,5,0,2,0,0,9,3,6,1,4,0,0,0,0,0,0,0,1,0,9,58,0,1,0,0,44,1,0,0,0,0,0,0,0
110,496,21,24,10,16,27,6,2,0,0,20,11,14,9,10,0,0,0,0,0,0,1,21,0,85,176,0,2,1,0,70,0,0,0,0,0,0,0,0
111,260,14,19,7,16,10,6,2,0,2,15,15,9,6,9,2,0,0,0,0,0,0,3,0,32,107,0,1,0,0,27,0,0,0,0,0,0,0,0
112,84,7,2,1,5,2,2,0,0,0,8,2,2,1,3,0,0,0,0,0,0,0,0,0,10,33,0,0,0,0,11,0,0,0,0,0,0,0,0
115,320,18,14,6,24,8,9,0,0,0,16,12,12,3,8,0,0,0,0,0,0,0,4,0,21,133,0,0,1,0,51,0,0,0,0,0,0,0,0
116,202,16,19,4,13,4,3,2,0,0,12,8,8,3,7,0,0,0,0,0,0,1,2,0,12,74,0,0,1,0,30,0,0,0,0,0,0,0,0
117,300,10,17,4,11,6,2,1,0,1,12,8,10,5,8,0,0,0,0,0,0,0,2,0,42,115,0,0,1,0,52,0,0,0,0,0,1,1,0
118,292,14,12,9,7,11,1,2,0,0,13,8,9,6,5,1,0,0,0,0,0,1,14,1,35,110,0,2,2,0,56,1,0,0,0,1,0,0,0
119,177,13,12,2,10,5,3,1,0,1,11,7,2,2,4,0,0,0,0,0,0,0,2,0,21,59,0,1,0,0,34,0,0,0,0,0,0,0,0
120,198,12,10,0,12,5,1,1,0,1,11,10,4,2,6,0,0,0,0,0,0,0,1,0,20,76,0,0,0,0,35,0,0,0,0,0,0,0,0
301,239,14,30,6,28,11,3,3,1,2,15,6,4,3,5,0,0,0,0,0,0,0,0,0,16,65,0,0,0,0,55,2,0,0,0,0,0,0,0
302,52,7,8,5,5,1,1,2,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,8,0,0,0,0,0,0,0,0
303,83,12,8,5,8,4,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,10,20,0,0,0,0,18,1,0,1,0,0,0,0,0
304,66,4,8,2,4,4,0,2,0,0,5,2,1,0,1,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,13,0,0,0,0,0,0,0,0
305,85,3,9,1,6,6,2,0,0,0,4,3,3,1,0,0,0,0,0,0,0,0,0,0,10,28,0,0,0,0,11,0,0,0,0,0,0,0,0
306,18,4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,4,0,0,0,0,0,0,0,0
307,47,3,6,1,4,3,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,8,0,0,0,0,0,0,0,0
308,39,1,5,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,0,0,11,0,0,0,0,0,0,0,0
309,98,6,7,5,7,4,3,0,0,0,4,3,1,1,2,0,0,0,0,0,0,0,0,0,11,28,0,0,0,0,23,0,0,0,0,0,0,0,0
310,78,7,7,3,8,2,2,0,0,0,5,2,2,0,3,0,0,0,0,0,0,0,0,0,6,24,0,0,0,0,18,0,0,0,0,0,0,0,0
311,15,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,4,0,0,0,0,0,0,0,0
312,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
313,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0
314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
315,71,10,4,2,5,1,2,0,0,0,4,1,1,0,2,0,0,0,0,0,0,0,0,0,8,18,0,0,0,0,18,0,0,0,0,0,0,0,0
316,37,1,4,0,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,11,0,0,0,0,7,0,0,0,0,0,0,0,0
317,47,9,5,0,2,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,6,0,0,0,0,0,0,0,0
318,52,3,3,0,6,2,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,13,0,0,0,0,0,0,0,0
319,176,18,14,6,13,8,1,0,1,0,8,7,4,2,2,0,1,0,0,0,0,0,1,0,12,47,0,0,0,0,47,0,0,0,0,0,0,0,0
320,217,18,10,5,15,6,4,0,1,0,13,3,4,2,5,0,0,0,0,0,0,0,0,0,25,61,0,0,0,0,57,2,0,0,0,0,0,0,0
321,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
322,55,3,7,4,4,8,0,1,0,0,3,1,2,1,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,10,1,0,0,0,0,0,0,0
323,89,7,9,3,8,3,3,1,0,2,4,0,1,2,1,0,0,0,0,0,0,0,0,0,9,19,0,0,0,0,29,2,1,0,0,0,0,0,0
324,323,20,21,9,23,19,2,2,1,0,10,8,11,4,2,0,0,0,1,0,0,0,15,0,34,91,0,1,0,0,67,2,1,0,0,1,0,0,0
325,166,10,13,2,15,4,4,0,0,0,8,4,2,2,4,0,0,0,0,0,0,1,1,0,12,51,0,0,0,0,41,2,0,0,0,0,1,0,0
326,293,15,26,13,21,11,7,6,0,3,13,7,7,3,2,0,0,0,0,0,0,0,5,0,21,92,0,0,0,0,69,0,0,0,0,0,0,0,0
327,371,23,19,10,25,12,7,1,1,2,16,10,9,7,8,0,0,0,0,0,0,0,14,0,56,103,0,0,0,0,63,0,0,0,0,0,0,0,0
328,346,22,19,20,26,10,9,0,0,4,15,10,8,5,6,0,0,0,0,0,0,0,6,0,41,92,0,0,0,0,70,1,0,0,0,0,1,0,0
329,370,27,18,8,23,11,7,2,0,1,20,9,8,5,9,0,0,0,0,0,0,0,3,0,25,112,0,0,0,0,96,1,0,0,0,0,0,0,0
501,112,9,14,4,13,8,2,1,0,2,4,5,3,1,2,0,0,0,0,0,0,0,0,0,10,32,0,0,0,0,14,0,0,0,0,0,0,0,0
502,17,1,1,0,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0
503,23,2,4,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,3,0,0,0,0,0,0,0,0
504,45,2,4,2,4,3,2,0,0,1,4,2,1,1,1,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,9,0,0,0,0,0,0,0,0
505,63,1,8,3,7,5,2,0,0,0,2,4,2,2,2,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,9,0,0,0,0,0,0,0,0
506,35,5,2,1,3,1,3,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,6,0,0,0,0,0,0,0,0
507,47,8,4,1,2,2,2,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,9,0,0,0,0,0,0,0,0
508,16,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0
509,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
510,10,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
511,8,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
512,16,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0
513,15,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,1,0,0,0,0,0,0,0,0
514,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,1,0,0,0,0,0,0,0,0
515,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
516,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0
517,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
518,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
519,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
520,32,4,1,0,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,5,8,0,0,0,0,8,0,0,0,0,0,0,0,0
521,8,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
522,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
523,12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0
524,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
525,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
526,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
527,49,8,3,4,2,1,3,0,0,1,4,2,0,0,1,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,9,0,0,0,0,0,0,0,0
528,59,7,3,3,2,2,4,0,0,1,6,3,3,1,1,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,8,0,0,0,0,0,0,0,0
529,18,3,2,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0
530,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,234,15,19,10,13,9,6,1,1,2,14,9,5,6,3,0,0,0,0,0,0,0,1,0,17,73,0,0,0,0,43,0,0,0,0,0,0,0,0
532,316,11,23,6,21,9,8,2,0,1,15,12,10,7,10,1,1,0,0,0,0,0,7,0,15,108,0,1,7,0,65,11,4,4,5,7,6,5,4
533,143,15,17,6,10,1,4,5,1,0,12,3,3,3,4,0,0,0,0,0,0,0,2,0,12,40,0,0,0,0,28,2,1,2,1,1,1,1,1
534,196,8,17,12,17,10,6,0,0,2,7,8,2,3,4,0,0,0,0,0,0,0,6,0,17,66,0,0,2,0,29,4,3,3,3,3,6,3,3
535,211,11,20,14,16,7,3,1,1,2,13,7,6,6,5,1,0,0,0,0,0,0,0,0,18,60,0,1,2,0,40,4,4,4,4,4,4,4,4
537,125,17,11,5,8,5,3,1,0,0,9,6,2,2,3,0,0,0,0,0,0,0,0,0,17,26,0,0,0,0,23,2,0,0,0,1,0,0,0
538,76,4,4,1,8,1,1,1,0,1,3,2,1,1,1,0,1,0,0,0,0,0,3,0,9,22,0,0,1,0,17,1,1,1,1,1,1,1,1
701,382,24,43,13,27,10,14,3,0,3,26,12,10,6,5,0,0,0,0,0,0,0,0,0,33,120,0,1,0,0,63,0,0,0,0,0,0,1,0
702,106,5,13,4,6,4,3,0,0,1,5,5,2,0,0,0,0,0,0,0,0,0,0,0,24,25,0,0,0,0,17,0,0,0,0,0,0,0,0
703,47,4,5,0,3,1,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,6,0,0,0,0,0,0,0,0
704,19,3,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0
705,37,1,1,2,1,3,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,11,9,0,0,0,0,5,0,0,0,0,0,0,0,0
706,62,5,8,2,3,1,1,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,12,14,0,0,0,0,12,0,0,0,0,0,0,0,0
707,25,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,0,0,0,0,3,0,0,0,0,0,0,0,0
708,61,3,6,3,3,1,3,0,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,12,18,0,0,0,0,10,0,0,0,0,0,0,0,0
709,30,4,3,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,5,0,0,0,0,0,0,0,0
710,18,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0
711,24,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,7,0,0,0,0,0,0,0,0
712,16,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,2,1,0,0,0,0,0,0,0
713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,16,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,2,1,0,0,0,0,0,0,0
715,40,4,3,0,4,1,1,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,7,0,0,0,0,0,0,0,0
716,13,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0
717,20,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,3,0,1,0,1,0,0,0
718,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
719,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0
720,24,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,2,0,0,0,0,0,0,0,0
721,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
722,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
723,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
724,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,34,5,4,1,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,6,0,0,0,0,1,0,0,0
729,155,9,12,6,6,6,4,2,0,1,10,1,5,2,7,0,0,0,0,0,0,0,5,0,18,45,0,0,1,0,26,0,0,0,0,0,0,0,0
730,326,25,22,12,20,8,7,2,0,1,15,12,14,11,9,1,0,0,0,0,0,0,7,0,44,89,0,0,0,0,46,0,0,0,0,0,0,0,0
731,161,10,18,6,16,9,7,3,0,1,12,4,3,5,3,0,0,0,0,0,0,0,0,1,17,40,0,0,0,0,23,0,0,0,0,0,0,1,0
732,496,28,35,15,29,17,13,5,1,4,33,20,9,15,9,0,0,0,0,0,0,0,7,0,41,158,0,0,0,0,86,1,0,0,0,0,0,0,0
